Title,Actors,Directors,Genre,IMDb_Rating,Plot,Poster_Image,Link
Doctor John (TV series),"['Ji Sung', 'Lee Se-young', 'Lee Kyu-hyung', 'Hwang Hee']","['Jo Soo-won [ko]', 'Kim Young-hwan', 'Lee Gye-joon']",['Medical drama'],8,"In a refreshing take on the genre, ""Doctor John"" will portray the doctors' search for the cause of their patients' mysterious pain as a thrilling chase, almost like a detective hunting down the perpetrator behind an unsolved crime.   In a refreshing take on the genre, ""Doctor John"" will portray the doctors' search for the cause of their patients' mysterious pain as a thrilling chase, almost like a detective hunting down the perpetrator behind an unsolved crime. ",https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Doctor_John_2019.jpg/220px-Doctor_John_2019.jpg,https://en.wikipedia.org/wiki/Doctor_John_(TV_series)
Doctor Lawyer,"['So Ji-sub', 'Shin Sung-rok', 'Im Soo-hyang']","['Lee Yong-seok', 'Lee Dong-hyun']","['Medical', 'Legal']",7.1,Follows a surgeon who becomes a lawyer after a case of surgical malpractice.  Follows a surgeon who becomes a lawyer after a case of surgical malpractice. ,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Doctor_Lawyer.jpeg/220px-Doctor_Lawyer.jpeg,https://en.wikipedia.org/wiki/Doctor_Lawyer
Doctor Prisoner,"['Namkoong Min', 'Kwon Nara', 'Kim Byung-chul', 'Choi Won-young']",['Hwang In-hyuk'],['Medical drama'],7.6,"Doctor Prisoner centers around an ace doctor in a university hospital's emergency care center, a skilled professional who treats his patients with full devotion and without discrimination.  Doctor Prisoner centers around an ace doctor in a university hospital's emergency care center, a skilled professional who treats his patients with full devotion and without discrimination. ",https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Doctor_Prisoner.jpg/220px-Doctor_Prisoner.jpg,https://en.wikipedia.org/wiki/Doctor_Prisoner
Doctor Slump (TV series),"['Park Hyung-sik', 'Park Shin-hye', 'Yoon Park', 'Gong Seong-ha [ko]']",['Oh Hyun-jong [ko]'],"['Medical drama', 'Romantic comedy']",7.5,"Once rivals in school, two brilliant doctors reunite by chance - each facing life's worst slump and unexpectedly finding solace in each other.  Once rivals in school, two brilliant doctors reunite by chance - each facing life's worst slump and unexpectedly finding solace in each other. ",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Doctor_Slump_%28TV_series%29_poster.jpg/250px-Doctor_Slump_%28TV_series%29_poster.jpg,https://en.wikipedia.org/wiki/Doctor_Slump_(TV_series)
Doctor Stranger,"['Lee Jong-suk', 'Jin Se-yeon', 'Park Hae-jin', 'Kang So-ra']","['Jin Hyuk', 'Hong Jong-chan']","['Medical', 'Romance']",7.4,"Park Hoon and his father were kidnapped by North Korea and he fell in love with Jae Hee, but lost contact.  Park Hoon and his father were kidnapped by North Korea and he fell in love with Jae Hee, but lost contact. ",https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Doctor-Stranger.jpg/220px-Doctor-Stranger.jpg,https://en.wikipedia.org/wiki/Doctor_Stranger
Dog Knows Everything,"['Lee Soon-jae', 'Kim Yong-gun', 'Ye Soo-jung', 'Im Chae-moo', 'Song Ok-sook']",['Kim Yoo-jin'],"['Sitcom', 'Mystery']",8.1,An aging actor hears the voice of a dog and solves a mysterious case.  An aging actor hears the voice of a dog and solves a mysterious case. ,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Dog_Knows_Everything-Poster.png/250px-Dog_Knows_Everything-Poster.png,https://en.wikipedia.org/wiki/Dog_Knows_Everything
Dokgo Rewind,"['Oh Se-hun', 'Jo Byeong-kyu', 'Ahn Bo-hyun', 'Kang Mi-na']",['Choi Eun-jong'],"['Action', 'School Life']",7.4,"Skilled fighter Kang-Hyuk befriends Kyu-Soon after saving him from unruly students. When Kyu-Soon is tragically killed, Kang-Hyuk, Jong-Il, and Tae-Jin seek to avenge his death by confronting the violent students responsible.   Skilled fighter Kang-Hyuk befriends Kyu-Soon after saving him from unruly students. When Kyu-Soon is tragically killed, Kang-Hyuk, Jong-Il, and Tae-Jin seek to avenge his death by confronting the violent students responsible. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Dogko_Rewind.jpg/220px-Dogko_Rewind.jpg,https://en.wikipedia.org/wiki/Dokgo_Rewind
Dong Yi (TV series),"['Han Hyo-joo', 'Ji Jin-hee', 'Lee So-yeon', 'Bae Soo-bin', 'Park Ha-sun', 'Jung Jin-young']","['Lee Byung-hoon', 'Kim Sang-hyub']","['Historical', 'Romance']",8,"Story a simple maid that rises high in the royal harem as a consort and, ultimately, mother of the Korean king.  Story a simple maid that rises high in the royal harem as a consort and, ultimately, mother of the Korean king. ",https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Dong_Yi.jpg/220px-Dong_Yi.jpg,https://en.wikipedia.org/wiki/Dong_Yi_(TV_series)
Don't Cry My Love (TV series),"['Lee Yu-ri', 'Lee Jung-jin', 'Oh Seung-hyun', 'Lee Sang-yoon']","['Kim Sa-hyun', 'Lee Dong-yoon']","['Family', 'Romance', 'Drama']",7.5,"Young-Min's finds his world turned upside down after an ex-girlfriend leaves their son with him. Fortunately, Young-Min receives support and encouragement from a sympathetic friend, Mi-soo.  Young-Min's finds his world turned upside down after an ex-girlfriend leaves their son with him. Fortunately, Young-Min receives support and encouragement from a sympathetic friend, Mi-soo. ",https://upload.wikimedia.org/wikipedia/en/thumb/4/48/I_Love_You%2C_Don%27t_Cry_poster.jpeg/220px-I_Love_You%2C_Don%27t_Cry_poster.jpeg,https://en.wikipedia.org/wiki/Don%27t_Cry_My_Love_(TV_series)
Don't Dare to Dream,"['Gong Hyo-jin', 'Jo Jung-suk', 'Go Kyung-pyo', 'Lee Mi-sook', 'Park Ji-young', 'Lee Sung-jae', 'Seo Ji-hye']","['Park Shin-woo (Ep. 1-24)', 'Lee Jung-heum (Ep. 5-24)']","['Workplace', 'Romantic comedy']",7.7,"Getting ahead in a broadcasting station is tough and the competition is fierce -- but when a news anchor and meteorologist start to fall for each other, things get much more complicated.  Getting ahead in a broadcasting station is tough and the competition is fierce -- but when a news anchor and meteorologist start to fall for each other, things get much more complicated. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Jealousy_Incarnate_Poster.jpg/220px-Jealousy_Incarnate_Poster.jpg,https://en.wikipedia.org/wiki/Don%27t_Dare_to_Dream
Don't Hesitate,"['Lee Tae-im', 'Lee Sang-woo', 'Kim Young-jae', 'Bae Min-hee']",['Han Jung-hwan'],"['Drama', 'Romance', 'Family']",7.7,"A brokenhearted woman makes a romantic connection with a man who doesn't believe in love. For this relationship to work, both must learn to trust one another by overcoming their respective fear of being hurt again.   A brokenhearted woman makes a romantic connection with a man who doesn't believe in love. For this relationship to work, both must learn to trust one another by overcoming their respective fear of being hurt again. ",https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Don%27t_Hesitate_%28poster%29.jpg/220px-Don%27t_Hesitate_%28poster%29.jpg,https://en.wikipedia.org/wiki/Don%27t_Hesitate
Don't Look Back: The Legend of Orpheus,"['Kim Nam-gil', 'Son Ye-jin']","['Park Chan-hong', 'Cha Young-hoon']","['Revenge', 'Drama', 'Thriller', 'Romance']",7.6,"After his father's demise at the hand of Gaya Hotel Group, Han Yi Soo has lived for one thing only: vengeance. But there's a huge obstacle in Yi Soo's way: his inconvenient love for Jo Hae Woo, the heiress to Gaya Hotel Group.   After his father's demise at the hand of Gaya Hotel Group, Han Yi Soo has lived for one thing only: vengeance. But there's a huge obstacle in Yi Soo's way: his inconvenient love for Jo Hae Woo, the heiress to Gaya Hotel Group. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Shark-poster.jpg/220px-Shark-poster.jpg,https://en.wikipedia.org/wiki/Don%27t_Look_Back:_The_Legend_of_Orpheus
Doom at Your Service,"['Park Bo-young', 'Seo In-guk']",['Kwon Young-il'],"['Fantasy', 'Romance']",7.9,"Tak Dong Kyung lives a fairly ordinary life until she stumbles into an unexpected fate and ends up signing a hundred-day contract with Myul Mang, risking her everything.  Tak Dong Kyung lives a fairly ordinary life until she stumbles into an unexpected fate and ends up signing a hundred-day contract with Myul Mang, risking her everything. ",https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Doom_at_Your_Service.jpg/220px-Doom_at_Your_Service.jpg,https://en.wikipedia.org/wiki/Doom_at_Your_Service
Doona!,"['Bae Suzy', 'Yang Se-jong']",['Lee Jeong-hyo'],['Romance'],7.1,Follows the romance between a freshman college student and an established female pop idol.  Follows the romance between a freshman college student and an established female pop idol. ,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Doona%21.jpg/250px-Doona%21.jpg,https://en.wikipedia.org/wiki/Doona!
Just an Ordinary Love Story,"['Yoo Da-in', 'Yeon Woo-jin']",['Kim Jin-won'],"['Drama', 'romance']",6.2,"Eun Jin has been unlucky in her six relationships. With her seventh man she is determined to make it work, even if he is a bit awkward and unromantic. But is he hiding something?  Eun Jin has been unlucky in her six relationships. With her seventh man she is determined to make it work, even if he is a bit awkward and unromantic. But is he hiding something? ",No image,https://en.wikipedia.org/wiki/Just_an_Ordinary_Love_Story
Puberty Medley,"['Kwak Dong-yeon', 'Lee Se-young', 'Choi Tae-joon', 'Kwak Jung-wook', 'Park Jeong-min', 'Bae Noo-ri', 'Yoon Park']",['Kim Seong-yoon'],"['School', 'Coming-of-age', 'Romantic-comedy']",7.2,"A boy who transfers schools a lot joins in a country school, thinking he will transfer soon he picks fight with senior and asks a girl (in the class) out. But he have to stay there till graduation and deal with things he messed up!!   A boy who transfers schools a lot joins in a country school, thinking he will transfer soon he picks fight with senior and asks a girl (in the class) out. But he have to stay there till graduation and deal with things he messed up!! ",https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Adolescence_medley_poster.jpg/220px-Adolescence_medley_poster.jpg,https://en.wikipedia.org/wiki/Puberty_Medley
White Christmas (TV series),"['Kim Sang-kyung', 'Baek Sung-hyun', 'Kim Young-kwang', 'Lee Soo-hyuk']",['Kim Yong-soo'],"['Mystery, Thriller']",7.9,"After receiving an anonymous letter stating that someone would die, eight students at the elite boarding school decided to remain at school for the 8 days of winter break. To accompany them, a teacher is forced to remain.   After receiving an anonymous letter stating that someone would die, eight students at the elite boarding school decided to remain at school for the 8 days of winter break. To accompany them, a teacher is forced to remain. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/White_Christmas_%28TV_series%29.jpg/220px-White_Christmas_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/White_Christmas_(TV_series)
Dream (TV series),"['Joo Jin-mo', 'Kim Bum']",['Baek Soo-chan'],"['Romance', 'Sports']",7.6,"Martin Tupper is a book editor in Manhattan, recently divorced from Judith, a psychologist. Martin's life is filled with fantasies and sexual thoughts, many times coming in the form of black-and-white shots from old TV shows and movies.   Martin Tupper is a book editor in Manhattan, recently divorced from Judith, a psychologist. Martin's life is filled with fantasies and sexual thoughts, many times coming in the form of black-and-white shots from old TV shows and movies. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Dream_2009_TV_series.jpg/220px-Dream_2009_TV_series.jpg,https://en.wikipedia.org/wiki/Dream_(TV_series)
Dream High,"['Bae Suzy', 'Kim Soo-hyun', 'Ok Taec-yeon', 'Hahm Eun-jung', 'Jang Wooyoung', 'Lee Ji-eun']","['Lee Eung-bok', 'Kim Seong-yoon']","['Music', 'Teen', 'Romantic comedy']",7.6,"The story of six students at Kirin Art High School who work to achieve their dreams of becoming stars in the Korean music industry. Along the way, they discover the true meaning of friendship, love and life.   The story of six students at Kirin Art High School who work to achieve their dreams of becoming stars in the Korean music industry. Along the way, they discover the true meaning of friendship, love and life. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/DreamHigh_PromotionalPoster.png/220px-DreamHigh_PromotionalPoster.png,https://en.wikipedia.org/wiki/Dream_High
Dream High 2,"['Kang So-ra', 'Jeong Jin-woon', 'Jay B', 'Park Ji-yeon', 'Hyolyn', 'Park Seo-joon']","['Lee Eung-bok', 'Mo Wan-il']","['Music', 'Teen', 'Comedy', 'Drama', 'Romance']",7.6,"The story of six students at Kirin Art High School who work to achieve their dreams of becoming stars in the Korean music industry. Along the way, they discover the true meaning of friendship, love and life.   The story of six students at Kirin Art High School who work to achieve their dreams of becoming stars in the Korean music industry. Along the way, they discover the true meaning of friendship, love and life. ",https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Dreamhigh2_poster.jpg/250px-Dreamhigh2_poster.jpg,https://en.wikipedia.org/wiki/Dream_High_2
Dreaming of a Freaking Fairy Tale,"['Pyo Ye-jin', 'Lee Jun-young']",['Kim Min-kyung'],['Romantic comedy'],6.7,A love story between a woman who dreams of being Cinderella because of her harsh reality and a man on a white horse who doesn't believe in such things as love and the woman becomes a woman on a white horse herself after meeting the man.   A love story between a woman who dreams of being Cinderella because of her harsh reality and a man on a white horse who doesn't believe in such things as love and the woman becomes a woman on a white horse herself after meeting the man. ,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Dreaming_of_a_Freaking_Fairy_Tale_poster.png/250px-Dreaming_of_a_Freaking_Fairy_Tale_poster.png,https://en.wikipedia.org/wiki/Dreaming_of_a_Freaking_Fairy_Tale
Drinking Solo,"['Ha Seok-jin', 'Park Ha-sun']","['Choi Kyu-shik', 'Jung Hyung-gun']","['Romance, Comedy, Drama, Food']",6.9,An arrogant but popular civil service exam instructor and a struggling rookie instructor at a private institute in Seoul's Noryangjin form an unlikely romance while diverse individuals drink alone for different reasons.   An arrogant but popular civil service exam instructor and a struggling rookie instructor at a private institute in Seoul's Noryangjin form an unlikely romance while diverse individuals drink alone for different reasons. ,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Drinking_Solo_Poster.jpg/250px-Drinking_Solo_Poster.jpg,https://en.wikipedia.org/wiki/Drinking_Solo
Dr. Champ,"['Kim So-yeon', 'Uhm Tae-woong', 'Jung Gyu-woon', 'Cha Ye-ryun']",['Park Hyung-ki'],"['Romance', 'Sports']",6.8,"Kim Yeon Woo is an orthopedic doctor who takes up a new post at Taereung National Village, the training center for national Olympic athletes, after she is fired from her previous job. She becomes romantically involved with Park Ji Heon, a young judo athlete, and Lee Do Wook, the ... Read all   Kim Yeon Woo is an orthopedic doctor who takes up a new post at Taereung National Village, the training center for national Olympic athletes, after she is fired from her previous job. She becomes romantically involved with Park Ji Heon, a young judo athlete, and Lee Do Wook, the ... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Drchamp-poster.jpg/250px-Drchamp-poster.jpg,https://en.wikipedia.org/wiki/Dr._Champ
Dr. Frost (TV series),"['Song Chang-eui', 'Jung Eun-chae', 'Lee Yoon-ji', 'Sung Ji-ru', 'Choi Jung-woo']",['Sung Yong-il'],"['Crime', 'Thriller', 'Mystery']",6.8,"Dr. Frost"" is a drama about a genius psychology professor that cannot feel certain emotions due to an injury he sustained as a child. He uses his deductive reasoning to help procedural teams both officially and unofficially to solve crimes on the side.   Dr. Frost"" is a drama about a genius psychology professor that cannot feel certain emotions due to an injury he sustained as a child. He uses his deductive reasoning to help procedural teams both officially and unofficially to solve crimes on the side. ",https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Drfrost-poster.jpg/220px-Drfrost-poster.jpg,https://en.wikipedia.org/wiki/Dr._Frost_(TV_series)
