Title,Actors,Directors,Genre,IMDb_Rating,Plot,Poster_Image,Link
Cross (South Korean TV series),"['Go Kyung-pyo', 'Cho Jae-hyun', 'Jeon So-min']",['Shin Yong-hwi'],"['Medical', 'Thriller']",6.8,A man becomes a doctor that uses medical practices to kill in order to get revenge on the person who brutally murdered his father.  A man becomes a doctor that uses medical practices to kill in order to get revenge on the person who brutally murdered his father. ,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Cross_%28TV_series%29.jpg/220px-Cross_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/Cross_(South_Korean_TV_series)
Cunning Single Lady,"['Lee Min-jung', 'Joo Sang-wook']","['Go Dong-sun', 'Jung Dae-yoon']","['Romance', 'Comedy', 'Drama']",7.5,"Ae-Ra is broke and seeks revenge after learning that her ex-husband Jung-Woo, whose business struggled during their marriage, has now made a fortune.  Ae-Ra is broke and seeks revenge after learning that her ex-husband Jung-Woo, whose business struggled during their marriage, has now made a fortune. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Cunning_Single_Lady_Official_Cover_Poster.jpg/220px-Cunning_Single_Lady_Official_Cover_Poster.jpg,https://en.wikipedia.org/wiki/Cunning_Single_Lady
Curtain Call (South Korean TV series),"['Kang Ha-neul', 'Ha Ji-won', 'Go Doo-shim', 'Sung Dong-il', 'Jung Ji-so', 'Noh Sang-hyun', 'Kwon Sang-woo']",['Yoon Sang-ho'],"['Romance', 'Family drama']",7.3,"The series revolves around a man who plays the role of a grandson who defected to fulfill the grandmother's last wish from the North, a woman who falls in love with that man, and the people involved in the play.   The series revolves around a man who plays the role of a grandson who defected to fulfill the grandmother's last wish from the North, a woman who falls in love with that man, and the people involved in the play. ",https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Curtain_Call_%28South_Korean_TV_series%29.jpg/250px-Curtain_Call_%28South_Korean_TV_series%29.jpg,https://en.wikipedia.org/wiki/Curtain_Call_(South_Korean_TV_series)
D-Day (TV series),"['Kim Young-kwang', 'Jung So-min', 'Ha Seok-jin']",['Jang Yong-woo'],"['Disaster', 'Medical drama', 'Romance']",7.6,A natural disaster strikes the city of Seoul. The whole city becomes paralyzed. Doctors and emergency personnel struggle to save the people.  A natural disaster strikes the city of Seoul. The whole city becomes paralyzed. Doctors and emergency personnel struggle to save the people. ,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/D-Day_%28%EB%94%94_%EB%8D%B0%EC%9D%B4%29.jpg/250px-D-Day_%28%EB%94%94_%EB%8D%B0%EC%9D%B4%29.jpg,https://en.wikipedia.org/wiki/D-Day_(TV_series)
D.P. (TV series),"['Jung Hae-in', 'Koo Kyo-hwan', 'Kim Sung-kyun', 'Son Suk-ku']",['Han Jun-hee'],"['Military drama', 'Action']",8.2,A young private's assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.  A young private's assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty. ,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/D.P._%28TV_series%29_2.png/250px-D.P._%28TV_series%29_2.png,https://en.wikipedia.org/wiki/D.P._(TV_series)
Dae Jang Geum Is Watching,"['Shin Dong-wook', 'Kwon Yu-ri', 'Lee Yul-eum', 'Kim Hyun-joon', 'Lee Min-hyuk']",['Sun Hye-yoon'],['Romance'],7.9,This food-oriented drama imagines how the descendants of the famous Joseon woman doctor and alleged culinary genius Jang Geum (the subject of the famous sageuk Dae Jang Geum) might live today if they inherited some of her talents. San Hae has been gifted with an excellent sense o... Read all   This food-oriented drama imagines how the descendants of the famous Joseon woman doctor and alleged culinary genius Jang Geum (the subject of the famous sageuk Dae Jang Geum) might live today if they inherited some of her talents. San Hae has been gifted with an excellent sense o... Read all Read all  ,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Dae_Jang_Geum_is_Watching.jpg/220px-Dae_Jang_Geum_is_Watching.jpg,https://en.wikipedia.org/wiki/Dae_Jang_Geum_Is_Watching
Dae Jo-yeong (TV series),"['Choi Soo-jong', 'Lee Deok-hwa', 'Jeong Bo-seok', 'Park Ye-jin', 'Hong Soo-hyun', 'Im Hyuk', 'Choi Cheol-ho', 'Kim Hak-cheol']","['Kim Jong-sun', 'Yoon Sung-sik']",['Historical'],7.9,"The drama tells the story of the life of Dae Jo-yeong, also known as the founder of the kingdom of Balhae, from birth to his death.  The drama tells the story of the life of Dae Jo-yeong, also known as the founder of the kingdom of Balhae, from birth to his death. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Dae_Jo_Yeong_%28TV_series%29.jpg/220px-Dae_Jo_Yeong_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/Dae_Jo-yeong_(TV_series)
Daily Dose of Sunshine,"['Park Bo-young', 'Yeon Woo-jin', 'Jang Dong-yoon', 'Lee Jung-eun']","['Lee Jae-kyoo', 'Kim Nam-su']","['Medical drama', 'Comedy']",8.2,"Determined to provide a ray of light for those under her care, a young nurse navigates the world of mental health and the diverse stories surrounding it.  Determined to provide a ray of light for those under her care, a young nurse navigates the world of mental health and the diverse stories surrounding it. ",https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Daily_Dose_of_Sunshine.jpg/250px-Daily_Dose_of_Sunshine.jpg,https://en.wikipedia.org/wiki/Daily_Dose_of_Sunshine
Dal-ja's Spring,"['Chae Rim', 'Lee Min-ki', 'Lee Hyun-woo', 'Lee Hye-young', 'Gong Hyung-jin']",['Lee Jae-sang'],"['Romance', 'Comedy', 'Drama']",7.2,"A 33 successful career girl, Dal Ja, who's lousy in love enlists a paid boyfriend, a confident younger Tae-bong to save face from a failed romance. Dal Ja is drawn Tae-bong and also meets a rich separated man who interests her too.   A 33 successful career girl, Dal Ja, who's lousy in love enlists a paid boyfriend, a confident younger Tae-bong to save face from a failed romance. Dal Ja is drawn Tae-bong and also meets a rich separated man who interests her too. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Dal-ja%27s_Spring-poster.jpg/220px-Dal-ja%27s_Spring-poster.jpg,https://en.wikipedia.org/wiki/Dal-ja%27s_Spring
Damo (TV series),"['Ha Ji-won', 'Lee Seo-jin', 'Kim Min-jun']",['Lee Jae-kyoo'],"['Historical', 'Romance', 'Action']",7.4,"Damo, a historical kdrama, revolves are three characters who are pigeon-holed by society. They each want society to change to offer different opportunities. Their lives become intertwined as they each reach for their individual destinies.   Damo, a historical kdrama, revolves are three characters who are pigeon-holed by society. They each want society to change to offer different opportunities. Their lives become intertwined as they each reach for their individual destinies. ",https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Damo-poster.jpg/220px-Damo-poster.jpg,https://en.wikipedia.org/wiki/Damo_(TV_series)
Dare to Love Me (TV series),"['Kim Myung-soo', 'Lee Yoo-young']",['Jang Yang-ho'],['Romantic comedy'],6.2,"Shin Yoon Bok, a modern-day Confucian scholar, and Kim Hong Do, a woman frustrated with societal disrespect, embark on a journey that intertwines their contrasting lives and challenges traditional norms.   Shin Yoon Bok, a modern-day Confucian scholar, and Kim Hong Do, a woman frustrated with societal disrespect, embark on a journey that intertwines their contrasting lives and challenges traditional norms. ",https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Dare_to_Love_Me_poster.png/250px-Dare_to_Love_Me_poster.png,https://en.wikipedia.org/wiki/Dare_to_Love_Me_(TV_series)
Daring Women,"['Lee Yu-ri', 'Lee Chang-hoon', 'Seo Ji-young', 'Lee Joong-moon']",['Lee Dong-hoon'],"['Drama', 'Romance']",8,"Ji Soon Young loses her husband, Wang Se Joon, in a tragic accident. She is left alone to take care of their adopted daughter. She meets and falls in love with Han Kyu Jin, who just happens to be the father-in-law to her former sister-in law, Wang Se Bin. Their lives changes when... Read all   Ji Soon Young loses her husband, Wang Se Joon, in a tragic accident. She is left alone to take care of their adopted daughter. She meets and falls in love with Han Kyu Jin, who just happens to be the father-in-law to her former sister-in law, Wang Se Bin. Their lives changes when... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Daring_Women_%28poster%29.jpg/220px-Daring_Women_%28poster%29.jpg,https://en.wikipedia.org/wiki/Daring_Women
Dark Hole,"['Kim Ok-vin', 'Lee Joon-hyuk']",['Kim Bong-joo'],"['Thriller', 'Mystery', 'Fantasy']",6.1,About a group of survivors who have to fight for their lives against mutants that are created when humans breathe mysterious dark smoke from a sinkhole.  About a group of survivors who have to fight for their lives against mutants that are created when humans breathe mysterious dark smoke from a sinkhole. ,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Dark_Hole_%28TV_series%29.jpg/220px-Dark_Hole_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/Dark_Hole
Dating Agency: Cyrano,"['Lee Jong-hyuk', 'Choi Soo-young', 'Lee Chun-hee', 'Hong Jong-hyun', 'Cho Yoon-woo']",['Kang Kyung-hoon'],"['Romance', 'Comedy']",6.8,"Young Moo Jin joins a secret agency helping admirers win over crushes. Leader Min Shik, student Ah Rang, and tech whiz Min Gyo make up the team. A chef with a split personality lives nearby, but will he aid or sabotage their endeavors?   Young Moo Jin joins a secret agency helping admirers win over crushes. Leader Min Shik, student Ah Rang, and tech whiz Min Gyo make up the team. A chef with a split personality lives nearby, but will he aid or sabotage their endeavors? ",https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Dating_Agency_Cyrano-poster.jpg/220px-Dating_Agency_Cyrano-poster.jpg,https://en.wikipedia.org/wiki/Dating_Agency:_Cyrano
Daughters-in-Law,"['Kim Ji-hoon', 'Lee Pil-mo', 'Lee Soo-kyung', 'Seo Young-hee']",['Jung Hae-ryong KBS Drama Division PD'],"['Romance', 'Drama', 'Comedy']",5.6,"The stories of the 11th, 12th and 13th generation of daughter-in-laws who reside in a three century year-old family home.  The stories of the 11th, 12th and 13th generation of daughter-in-laws who reside in a three century year-old family home. ",https://upload.wikimedia.org/wikipedia/en/0/07/Daughters-in-Law_%28poster%29.jpg,https://en.wikipedia.org/wiki/Daughters-in-Law
Dear Archimedes,"['Oh Se-hun', 'Xu Ling Yue', 'Yang Ye Ming', 'Wang Zi Xuan']",['Zhang Silin'],"['Web series', 'Suspense', 'Romantic']",5.1,A newly married couple faces challenges when the wife's snoring interrupts the husband's sleep. Their struggles depict the compromises needed for a lasting marriage.  A newly married couple faces challenges when the wife's snoring interrupts the husband's sleep. Their struggles depict the compromises needed for a lasting marriage. ,No image,https://en.wikipedia.org/wiki/Dear_Archimedes
Dear Heaven,"['Yoon Jung-hee', 'Lee Tae-gon', 'Cho Yeon-woo', 'Lee Soo-kyung', 'Wang Bit-na']","['Lee Young-hee', 'Shin Yoon-seob']","['Melodrama', 'Romance']",6.1,"Film adaptation of the Tony and Grammy Award-winning musical about Evan Hansen, a high-school senior with social anxiety disorder, and his journey of self-discovery and acceptance after a classmate's suicide.   Film adaptation of the Tony and Grammy Award-winning musical about Evan Hansen, a high-school senior with social anxiety disorder, and his journey of self-discovery and acceptance after a classmate's suicide. ",No image,https://en.wikipedia.org/wiki/Dear_Heaven
Dear Hyeri,"['Shin Hye-sun', 'Lee Jin-wook', 'Kang Hoon', 'Jo Hye-joo', 'Kang Sang-joon [ko]']","['Jung Ji-hyun [ko]', 'Heo Seok-won']","['Romance', 'Psychological drama', 'Workplace']",6.2,"A healing romance about a woman, Hae-ri, who developed dissociative personality disorder due to the disappearance of her sister and the grief caused by the break-up with her longtime lover, Hyeon-oh.   A healing romance about a woman, Hae-ri, who developed dissociative personality disorder due to the disappearance of her sister and the grief caused by the break-up with her longtime lover, Hyeon-oh. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Dear_Hyeri_poster.png/250px-Dear_Hyeri_poster.png,https://en.wikipedia.org/wiki/Dear_Hyeri
Dear My Friends,"['Go Hyun-jung', 'Kim Hye-ja', 'Na Moon-hee', 'Go Doo-shim', 'Park Won-sook', 'Youn Yuh-jung', 'Joo Hyun', 'Kim Young-ok', 'Shin Goo']",['Hong Jong-chan'],['Drama'],8.2,"Depict the life story of the ones in their twilight years, who raise their voices as ""It's not over. We're still alive"".  Depict the life story of the ones in their twilight years, who raise their voices as ""It's not over. We're still alive"". ",https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Dear_My_Friends_poster.jpeg/220px-Dear_My_Friends_poster.jpeg,https://en.wikipedia.org/wiki/Dear_My_Friends
Dear X (TV series),"['Kim Yoo-jung', 'Kim Young-dae', 'Kim Do-hoon', 'Lee Yul-eum']","['Lee Eung-bok', 'Park So-hyun']","['Melodrama', 'Thriller']",6.5,"'To X who doesn't love me' is a story of young people in their 20s who are struggling with their dreams and love, heralding the birth of a reality-sympathetic drama. 'To X Who Doesn't Love Me' is a ""expiry date"" romance drama that tells the story of Seo Hee Su, a college student ... Read all   'To X who doesn't love me' is a story of young people in their 20s who are struggling with their dreams and love, heralding the birth of a reality-sympathetic drama. 'To X Who Doesn't Love Me' is a ""expiry date"" romance drama that tells the story of Seo Hee Su, a college student ... Read all Read all  ",No image,https://en.wikipedia.org/wiki/Dear_X_(TV_series)
Dear.M,"['Park Hye-su', 'Jeong Jae-hyun', 'Roh Jeong-eui', 'Bae Hyun-sung', 'Woo Da-vi', 'Lee Jin-hyuk']","['Park Jin-woo', 'Seo Joo-wan']",['Romance'],7.2,"A search takes place for ""M"" who wrote something on the community board of Seoyeon University's website.The writing turned the university upside down.  A search takes place for ""M"" who wrote something on the community board of Seoyeon University's website.The writing turned the university upside down. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Dear._M.jpg/220px-Dear._M.jpg,https://en.wikipedia.org/wiki/Dear.M
Death's Game,"['Seo In-guk', 'Park So-dam']",['Ha Byung-hoon'],"['Fantasy', 'Anthology', 'Mystery', 'Thriller', 'Action horror']",8.5,"Facing hardships and contemplating suicide after a series of setbacks, a man is confronted by Death and tasked with experiencing death over and over again through 13 other lives to earn the chance to live.   Facing hardships and contemplating suicide after a series of setbacks, a man is confronted by Death and tasked with experiencing death over and over again through 13 other lives to earn the chance to live. ",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Death%27s_Game_poster.jpg/250px-Death%27s_Game_poster.jpg,https://en.wikipedia.org/wiki/Death%27s_Game
Deep Rooted Tree,"['Han Suk-kyu', 'Jang Hyuk', 'Shin Se-kyung']",['Jang Tae-yoo'],"['Historical', 'Mystery', 'Romance']",8.1,A series of murders during the reign of King Sejong leads investigator Kang Chae Yoon to discover a grand conspiracy involving a group of geniuses willing to risk their lives for a cause.  A series of murders during the reign of King Sejong leads investigator Kang Chae Yoon to discover a grand conspiracy involving a group of geniuses willing to risk their lives for a cause. ,https://upload.wikimedia.org/wikipedia/en/9/95/Deep_Rooted_Tree-poster.jpg,https://en.wikipedia.org/wiki/Deep_Rooted_Tree
Delayed Justice,"['Kwon Sang-woo', 'Bae Seong-woo', 'Jung Woo-sung', 'Kim Ju-hyeon', 'Jung Woong-in']",['Kwak Jung-hwan'],"['Crime drama', 'Legal drama']",7.4,"A story of 2 men (Park Tae Yong a public defender and Park Sam Soo a reporter), both represent the voices of judicial victims who are falsely accused.  A story of 2 men (Park Tae Yong a public defender and Park Sam Soo a reporter), both represent the voices of judicial victims who are falsely accused. ",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Delayed_Justice.jpg/220px-Delayed_Justice.jpg,https://en.wikipedia.org/wiki/Delayed_Justice
Delicious Proposal,"['Jung Joon', 'Son Ye-jin', 'So Yoo-jin', 'So Ji-sub']",['Park Sung-soo'],"['Romance', 'Comedy', 'Drama']",7.1,All's fair in love and war - and in competition between rival Chinese food restaurants. Kim Hyo Dong (Jung Joon) is the son of a Chinese restaurant owner who strives to serve the best Chinese food in the neighborhood.   All's fair in love and war - and in competition between rival Chinese food restaurants. Kim Hyo Dong (Jung Joon) is the son of a Chinese restaurant owner who strives to serve the best Chinese food in the neighborhood. ,https://upload.wikimedia.org/wikipedia/en/0/0c/Delicious_Proposal-poster.jpg,https://en.wikipedia.org/wiki/Delicious_Proposal
Delightfully Deceitful,"['Chun Woo-hee', 'Kim Dong-wook']",['Lee Soo-hyun'],"['Revenge', 'Crime', 'Comedy']",7.1,"A cooperative drama between a fraudster who cannot empathize and an overly sympathetic lawyer, as well as a revenge play against absolute evil.  A cooperative drama between a fraudster who cannot empathize and an overly sympathetic lawyer, as well as a revenge play against absolute evil. ",https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Delightfully_Deceitful.jpg/250px-Delightfully_Deceitful.jpg,https://en.wikipedia.org/wiki/Delightfully_Deceitful
Delivery Man (TV series),"['Yoon Chan-young', 'Bang Min-ah', 'Kim Min-seok']","['Kang Sol', 'Park Dae-hee']","['Fantasy', 'Romance', 'Comedy', 'Mystery']",7,"Former police officer Matthew starts work as a newly-qualified midwife. As expected, his first day is full of drama, sarcastic comments, and snide remarks about his gender.  Former police officer Matthew starts work as a newly-qualified midwife. As expected, his first day is full of drama, sarcastic comments, and snide remarks about his gender. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Delivery_Man_%28TV_series%29.jpg/250px-Delivery_Man_%28TV_series%29.jpg,https://en.wikipedia.org/wiki/Delivery_Man_(TV_series)
Descendants of the Sun,"['Song Joong-ki', 'Song Hye-kyo', 'Jin Goo', 'Kim Ji-won']","['Lee Eung-bok', 'Baek Sang-hoon [Ko]']","['Romance', 'Melodrama', 'Action']",8.2,This drama tells of the love story that develops between a surgeon and a special forces officer.  This drama tells of the love story that develops between a surgeon and a special forces officer. ,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/DescendantsoftheSun.jpg/220px-DescendantsoftheSun.jpg,https://en.wikipedia.org/wiki/Descendants_of_the_Sun
Designated Survivor: 60 Days,"['Ji Jin-hee', 'Lee Joon-hyuk', 'Huh Joon-ho', 'Kang Han-na', 'Bae Jong-ok']",['Yoo Jong-sun'],"['Political drama', 'Political thriller', 'Crime drama']",8.1,"When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu Jin must find a way to lead Korea through the ensuing chaos.  When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu Jin must find a way to lead Korea through the ensuing chaos. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Designated_Survivor_60_Days_poster.jpg/250px-Designated_Survivor_60_Days_poster.jpg,https://en.wikipedia.org/wiki/Designated_Survivor:_60_Days
Destined With You,"['Jo Bo-ah', 'Rowoon', 'Ha Jun', 'Yura']",['Nam Ki-hoon'],"['Fantasy', 'Romance']",7.6,"Follows a successful lawyer who has everything, but who is plagued by a family curse, and turns out that the one who holds the secret to breaking it is the seemingly ordinary civil servant.  Follows a successful lawyer who has everything, but who is plagued by a family curse, and turns out that the one who holds the secret to breaking it is the seemingly ordinary civil servant. ",https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Destined_With_You.jpg/250px-Destined_With_You.jpg,https://en.wikipedia.org/wiki/Destined_With_You
Detectives in Trouble,"['Song Il-kook', 'Song Ji-hyo', 'Lee Jong-hyuk']",['Kwon Kye-hong'],['Police procedural'],6.1,"In need of cash to decorate their hut, young sleuths use a map to search for treasure.  In need of cash to decorate their hut, young sleuths use a map to search for treasure. ",https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Detectives_in_Trouble-poster.jpg/220px-Detectives_in_Trouble-poster.jpg,https://en.wikipedia.org/wiki/Detectives_in_Trouble
Devilish Charm,"['Choi Jin-hyuk', 'Song Ha-yoon', 'Lee Ho-won', 'Lee Joo-yeon']",['Kim Ga-ram'],['Romantic comedy'],3.2,"On Valentine's Day, a cursed bracelet arrives at a sorority house. As each girl makes wishes, they realize the devilish consequences are Satan's ploy  On Valentine's Day, a cursed bracelet arrives at a sorority house. As each girl makes wishes, they realize the devilish consequences are Satan's ploy ",https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Devilish_Charm.jpg/220px-Devilish_Charm.jpg,https://en.wikipedia.org/wiki/Devilish_Charm
Diary of a Night Watchman,"['Jung Il-woo', 'Ko Sung-hee', 'Jung Yun-ho', 'Seo Yea-ji']",['Lee Joo-hwan'],"['Historical', 'Suspense', 'Fantasy', 'Romance']",5.9,"Being able to see ghosts and other supernatural spirits is a heavy responsibility. Prince Lee Rin (Jung Il Woo), like his father before him, discovers that he has the ability to see ghosts and other supernatural beings.   Being able to see ghosts and other supernatural spirits is a heavy responsibility. Prince Lee Rin (Jung Il Woo), like his father before him, discovers that he has the ability to see ghosts and other supernatural beings. ",https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Night_Watchman%27s_Journal-poster.jpg/220px-Night_Watchman%27s_Journal-poster.jpg,https://en.wikipedia.org/wiki/Diary_of_a_Night_Watchman
Diary of a Prosecutor,"['Lee Sun-kyun', 'Jung Ryeo-won', 'Lee Sung-jae', 'Kim Kwang-kyu', 'Lee Sang-hee', 'Jeon Sung-woo']",['Lee Tae-gon'],['Legal drama'],7.9,The stories of overworked prosecutors's daily lives in Seoul.  The stories of overworked prosecutors's daily lives in Seoul. ,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Diary_of_a_Prosecutor_poster.jpg/220px-Diary_of_a_Prosecutor_poster.jpg,https://en.wikipedia.org/wiki/Diary_of_a_Prosecutor
Different Dreams,"['Lee Yo-won', 'Yoo Ji-tae', 'Lim Ju-hwan', 'Nam Gyu-ri']",['Yoon Sang-ho'],"['Historical', 'Melodrama']",8.2,"A spy action love story set in Korea during the Japanese colonial period, unfolding for the first time in Japan between Lee Yong-jin, a Korean doctor raised by Japanese, and Kim Won-bo, the leader of the armed secret society Yongyeongdan.   A spy action love story set in Korea during the Japanese colonial period, unfolding for the first time in Japan between Lee Yong-jin, a Korean doctor raised by Japanese, and Kim Won-bo, the leader of the armed secret society Yongyeongdan. ",https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Different_Dreams.jpg/220px-Different_Dreams.jpg,https://en.wikipedia.org/wiki/Different_Dreams
Dinner Mate,"['Song Seung-heon', 'Seo Ji-hye', 'Lee Ji-hoon', 'Son Na-eun']",['Ko Jae-hyun'],['Romance'],7.4,A man and woman waiting at a restaurant are mistaken for a couple and decide to have dinner together.  A man and woman waiting at a restaurant are mistaken for a couple and decide to have dinner together. ,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Dinner_Mate.jpg/220px-Dinner_Mate.jpg,https://en.wikipedia.org/wiki/Dinner_Mate
Discovery of Love,"['Jung Yu-mi', 'Eric Mun', 'Sung Joon']","['Kim Sung-yoon', 'Lee Eung-bok']","['Romance', 'Drama', 'Comedy']",7.1,"Han Yeo-reum and Nam Ha-jin are committed to each other. Before Ha-jin can propose, Yeo-reum's ex, Kang Tae-ha, reappears in her life. Yeo-reum and Tae-ha begin to work together and realize that they might want to rediscover old love.   Han Yeo-reum and Nam Ha-jin are committed to each other. Before Ha-jin can propose, Yeo-reum's ex, Kang Tae-ha, reappears in her life. Yeo-reum and Tae-ha begin to work together and realize that they might want to rediscover old love. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Discovery_of_Romance-poster.jpg/220px-Discovery_of_Romance-poster.jpg,https://en.wikipedia.org/wiki/Discovery_of_Love
Divorce Attorney Shin,"['Cho Seung-woo', 'Han Hye-jin', 'Kim Sung-kyun', 'Jung Moon-sung']","['Lee Jae-hoon', 'Lim Jun-hyuk']",['Legal drama'],7.5,"Driven by a personal tragedy, a pianist-turned-lawyer navigates the complex world of divorce - fighting for his clients to win by any means necessary.  Driven by a personal tragedy, a pianist-turned-lawyer navigates the complex world of divorce - fighting for his clients to win by any means necessary. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Sacred_Divorce.jpg/250px-Sacred_Divorce.jpg,https://en.wikipedia.org/wiki/Divorce_Attorney_Shin
Divorce Lawyer in Love,"['Cho Yeo-jeong', 'Yeon Woo-jin']",['Park Yong-soon'],"['Romance', 'Comedy']",6.9,"A former divorce lawyer, disbarred after an incident, takes a job as office manager at a firm where her ex-subordinate works as a lawyer, leading to a clash of egos and loyalties.  A former divorce lawyer, disbarred after an incident, takes a job as office manager at a firm where her ex-subordinate works as a lawyer, leading to a clash of egos and loyalties. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Divorce_Lawyer_in_Love_%28%EC%9D%B4%ED%98%BC%EB%B3%80%ED%98%B8%EC%82%AC%EB%8A%94_%EC%97%B0%EC%95%A0%EC%A4%91%29_-_promotional_poster.jpg/220px-Divorce_Lawyer_in_Love_%28%EC%9D%B4%ED%98%BC%EB%B3%80%ED%98%B8%EC%82%AC%EB%8A%94_%EC%97%B0%EC%95%A0%EC%A4%91%29_-_promotional_poster.jpg,https://en.wikipedia.org/wiki/Divorce_Lawyer_in_Love
DNA Lover,"['Jung In-sun', 'Choi Si-won', 'Lee Tae-hwan', 'Jung Yoo-jin']",['Sung Chi-wook [ko]'],['Romantic comedy'],6,"A romantic comedy in which Han So-jin, a genetic researcher who has failed countless relationships, finds a mate of his own through genes.  A romantic comedy in which Han So-jin, a genetic researcher who has failed countless relationships, finds a mate of his own through genes. ",https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/DNA_Lover_poster.png/250px-DNA_Lover_poster.png,https://en.wikipedia.org/wiki/DNA_Lover
Do Do Sol Sol La La Sol,"['Go Ara', 'Lee Jae-wook', 'Kim Joo-hun']",['Kim Min-kyung'],"['Comedy', 'Romance']",7.3,"A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.  A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Do_Do_Sol_Sol_La_La_Sol.jpg/220px-Do_Do_Sol_Sol_La_La_Sol.jpg,https://en.wikipedia.org/wiki/Do_Do_Sol_Sol_La_La_Sol
Do You Like Brahms?,"['Park Eun-bin', 'Kim Min-jae', 'Kim Sung-cheol', 'Park Ji-hyun', 'Lee You-jin', 'Bae Da-bin']",['Jo Young-min'],"['Romance', 'Music']",7.6,A drama about the dreams and love of classical music students who find their own happiness after wandering between talent and reality.  A drama about the dreams and love of classical music students who find their own happiness after wandering between talent and reality. ,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Do_You_Like_Brahms%3F.jpg/220px-Do_You_Like_Brahms%3F.jpg,https://en.wikipedia.org/wiki/Do_You_Like_Brahms%3F
Doctor Cha,"['Uhm Jung-hwa', 'Kim Byung-chul', 'Myung Se-bin', 'Min Woo-hyuk']","['Kim Dae-jin', 'Kim Jung-wook']","['Medical', 'Comedy', 'Family drama']",7.5,"It tells the story of a medical graduate turned housewife but decided to return to the medical field, and a doctor husband who maintains a perfect dual life. He is great at his job and he is also great at cheating on his wife.   It tells the story of a medical graduate turned housewife but decided to return to the medical field, and a doctor husband who maintains a perfect dual life. He is great at his job and he is also great at cheating on his wife. ",https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Doctor_Cha.jpg/250px-Doctor_Cha.jpg,https://en.wikipedia.org/wiki/Doctor_Cha
Doctor Detective,"['Park Jin-hee', 'Bong Tae-gyu', 'Lee Ki-woo']",['Park Joon-woo'],['Drama'],7.1,"Industrial health doctor Do Jung Eun partners with Doctor Heo Min Ki, uncovering truths behind industrial accidents and diseases the TL Group wants hidden.  Industrial health doctor Do Jung Eun partners with Doctor Heo Min Ki, uncovering truths behind industrial accidents and diseases the TL Group wants hidden. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Doctor_Detective.jpg/220px-Doctor_Detective.jpg,https://en.wikipedia.org/wiki/Doctor_Detective
